head	rel	tail	score
210	1	1616	-0.000995742
210	1	163	-0.001107674
210	7	66	-0.002381346
210	1	185	-0.002661126
210	7	719	-0.002666871
211	1	1521	-6.79E-08
211	6	1276	-9.90E-07
211	1	1906	-7.43E-06
211	1	1428	-0.000126216
211	1	942	-0.00013351
211	6	975	-0.000183571
211	6	1107	-0.000255105
211	5	975	-0.000577843
211	6	1435	-0.000848858
211	5	1048	-0.000918957
211	6	1521	-0.001502115
211	1	66	-0.001776271
211	6	12	-0.001911647
211	6	1906	-0.002084643
211	5	1315	-0.002393795
211	1	1276	-0.003316648
211	1	12	-0.003467688
211	6	719	-0.003514756
211	5	1912	-0.006128898
211	6	392	-0.008311154
212	6	975	-7.76E-05
212	7	975	-0.000841673
212	6	1107	-0.001220412
212	7	185	-0.001220871
212	6	1435	-0.00148252
212	6	185	-0.002302325
212	5	1912	-0.002801685
212	6	107	-0.003015452
212	7	1107	-0.004081383
212	5	975	-0.005128805
212	7	248	-0.007055111
213	1	1521	-5.13E-17
213	1	942	-1.27E-16
213	1	1276	-8.06E-15
213	1	1906	-8.96E-13
213	1	1428	-2.01E-12
213	1	1361	-1.24E-10
213	1	1729	-6.74E-10
213	1	1640	-9.92E-10
213	1	1041	-1.39E-09
213	1	12	-3.41E-09
213	1	1185	-4.35E-08
213	1	1552	-2.18E-07
213	1	1616	-4.35E-07
213	1	448	-5.65E-06
214	6	1276	-2.95E-11
214	1	1521	-6.75E-11
214	1	942	-6.02E-10
214	1	1276	-9.33E-09
214	1	1906	-2.02E-08
214	1	1428	-1.23E-07
214	6	1521	-4.80E-07
214	6	1906	-1.40E-06
214	1	1361	-1.05E-05
214	6	975	-1.08E-05
214	1	12	-1.16E-05
214	6	12	-1.79E-05
214	1	1640	-3.10E-05
214	6	1361	-4.46E-05
214	1	1041	-5.41E-05
214	1	1185	-9.79E-05
214	6	942	-0.000132173
214	1	1729	-0.000206252
214	1	1616	-0.000244224
215	5	1048	-5.56E-05
215	6	975	-9.02E-05
215	6	1435	-9.76E-05
215	1	1521	-0.000159273
215	6	329	-0.000317594
215	6	1107	-0.000337242
215	1	66	-0.00039232
215	1	329	-0.000831677
215	1	39	-0.000870882
215	5	975	-0.001163334
215	6	185	-0.001290443
215	5	1315	-0.001564547
215	7	31	-0.001730966
216	1	1521	-7.72E-13
216	1	942	-7.29E-10
216	1	1906	-1.04E-09
216	1	1276	-2.12E-08
216	1	1428	-5.27E-08
216	1	1041	-4.93E-06
216	1	12	-1.23E-05
216	5	1048	-1.31E-05
216	5	321	-1.48E-05
217	1	1521	-1.65E-12
217	1	1428	-2.74E-09
217	1	1906	-3.08E-09
217	1	1276	-1.56E-08
217	1	1616	-6.53E-08
217	1	942	-1.71E-07
217	6	1276	-5.75E-07
217	1	1361	-7.26E-07
217	1	1552	-1.15E-06
217	1	12	-2.05E-06
217	6	975	-3.70E-06
217	1	1640	-5.37E-06
217	1	1729	-1.30E-05
217	1	1041	-3.33E-05
217	6	1521	-4.38E-05
217	7	1107	-0.000143417
217	6	1107	-0.00015233
217	6	1906	-0.000155084
218	1	1521	-2.26E-07
218	1	1906	-2.77E-05
218	6	975	-5.80E-05
218	1	942	-9.69E-05
218	1	1276	-9.89E-05
218	7	248	-0.000161312
218	7	31	-0.000588622
218	5	975	-0.000666015
218	1	66	-0.000744849
218	1	329	-0.002047154
218	1	1428	-0.002263355
218	7	26	-0.0022669
218	1	178	-0.002447885
2025	6	975	-5.40E-09
2025	6	1107	-1.20E-07
2025	6	1435	-1.37E-06
2025	6	1276	-2.49E-06
2025	6	185	-7.90E-05
2025	5	1048	-0.00014956
2025	7	185	-0.000199
2025	7	329	-0.00046441
2025	6	1415	-0.000596382
2025	6	107	-0.00076612
2026	6	975	-6.00E-16
2026	6	1107	-2.61E-13
2026	6	1435	-7.81E-11
2026	6	107	-2.58E-08
2026	6	185	-7.78E-08
2026	6	437	-1.19E-07
2026	5	1048	-2.59E-07
2026	6	39	-2.72E-07
2026	6	512	-6.84E-07
2026	6	392	-1.34E-06
2026	1	1521	-2.50E-06
2026	6	1488	-3.82E-06
2026	6	1161	-4.57E-06
2027	1	1521	-2.05E-38
2027	1	942	-6.31E-31
2027	1	1906	-1.63E-28
2027	1	1276	-1.01E-27
2027	1	1428	-2.31E-26
2027	6	1276	-3.67E-25
2027	6	975	-1.06E-20
2027	1	1640	-3.29E-18
2027	1	1361	-5.76E-18
2027	1	1041	-8.32E-17
2027	1	12	-8.36E-17
2027	1	1616	-2.40E-14
2027	6	1107	-1.04E-13
2027	1	1185	-1.59E-13
2027	6	1906	-2.38E-13
2027	1	1729	-5.21E-13
2027	6	1521	-9.08E-13
2028	6	975	-4.21E-10
2028	6	1435	-8.94E-07
2028	6	1107	-9.56E-07
2028	1	1521	-1.03E-06
2028	6	39	-1.50E-05
2028	6	185	-1.96E-05
2028	5	1048	-2.19E-05
2028	6	107	-3.22E-05
2028	1	66	-4.15E-05
2028	6	1276	-5.08E-05
2028	7	512	-8.69E-05
2028	1	163	-0.000110267
2028	3	185	-0.000178539
2029	6	1276	-1.10E-11
2029	6	975	-5.34E-11
2029	6	1107	-7.17E-10
2029	6	1435	-5.97E-08
2029	6	185	-3.79E-07
2029	1	1521	-4.23E-06
2029	5	1920	-6.00E-06
2029	6	683	-6.29E-06
2029	1	163	-1.06E-05
2029	6	1521	-1.19E-05
2029	6	1906	-1.23E-05
2029	1	66	-2.69E-05
2029	6	39	-2.83E-05
2029	6	1415	-4.84E-05
2029	6	12	-6.57E-05
2029	6	719	-6.95E-05
2030	1	1521	-7.08E-24
2030	6	975	-3.81E-20
2030	6	1276	-9.66E-20
2030	1	1906	-8.83E-18
2030	1	942	-1.66E-17
2030	6	1107	-5.12E-17
2030	1	1276	-1.79E-15
2030	1	1428	-1.35E-14
2030	6	1435	-2.69E-13
2030	6	185	-1.74E-11
2030	6	39	-8.96E-10
2030	6	107	-1.18E-09
2030	1	66	-1.84E-09
2030	1	178	-1.92E-09
2031	1	1521	-4.78E-25
2031	6	1276	-3.81E-22
2031	1	1906	-1.00E-17
2031	6	975	-4.21E-17
2031	1	942	-4.98E-16
2031	1	1428	-6.17E-15
2031	1	1276	-1.04E-13
2031	6	1107	-2.53E-13
2031	6	1435	-4.41E-11
2031	6	1906	-3.59E-10
2031	6	1521	-7.25E-10
2031	1	66	-3.04E-09
2031	1	12	-8.19E-09
2031	1	1361	-9.45E-09
2031	6	12	-1.12E-08
2031	6	1209	-1.41E-08
2032	1	1521	-6.45E-44
2032	1	942	-1.65E-40
2032	1	1276	-1.40E-34
2032	1	1906	-4.18E-33
2032	1	1428	-4.51E-31
2032	6	1276	-9.97E-26
2032	1	1361	-3.39E-24
2032	1	1041	-1.04E-22
2032	1	1640	-2.05E-22
2032	1	12	-1.73E-21
2032	1	1185	-1.14E-19
2032	1	1729	-4.55E-19
2032	6	975	-3.80E-17
2032	1	1616	-1.94E-16
2032	6	1521	-1.37E-15
2032	6	1906	-2.58E-14
2032	1	1552	-9.76E-14
2033	1	1521	-4.48E-31
2033	6	975	-3.30E-25
2033	6	1276	-1.34E-23
2033	1	1906	-1.23E-21
2033	1	1428	-3.13E-20
2033	6	1107	-8.72E-19
2033	6	1435	-2.78E-17
2033	7	975	-1.12E-15
2033	1	1276	-1.96E-15
2033	5	1048	-7.38E-15
2033	7	95	-7.88E-15
2034	1	1521	-1.07E-30
2034	1	942	-1.90E-25
2034	1	1276	-9.56E-25
2034	1	1906	-8.08E-23
2034	1	1428	-2.90E-22
2034	6	1276	-2.15E-20
2034	1	1361	-6.86E-17
2034	1	1640	-3.11E-16
2034	1	12	-6.10E-15
2034	1	1041	-1.07E-14
2034	6	975	-3.40E-14
2034	1	1729	-3.88E-14
2034	1	1616	-4.01E-14
2034	6	1521	-5.11E-13
2034	1	1552	-1.66E-12
2034	6	1906	-1.90E-12
2034	1	1185	-6.39E-12
2035	1	1521	-1.34E-31
2035	1	942	-1.20E-26
2035	1	1906	-3.47E-23
2035	6	1276	-5.73E-22
2035	1	1276	-2.08E-21
2035	1	1428	-3.82E-20
2035	6	975	-5.22E-16
2035	1	1041	-7.13E-15
2035	1	1361	-2.64E-14
2035	1	12	-4.93E-14
2035	1	1640	-8.09E-13
2035	6	1521	-1.28E-12
2035	6	1906	-4.01E-12
2035	1	1185	-1.55E-11
2035	6	12	-7.97E-11
2035	6	1107	-2.13E-10
2035	1	66	-8.79E-10
2035	6	1435	-9.48E-10
2035	1	178	-1.65E-09
2036	6	975	-1.94E-25
2036	6	1276	-2.95E-22
2036	6	1107	-9.25E-20
2036	1	1521	-1.39E-19
2036	6	1435	-2.08E-16
2036	6	185	-1.66E-15
2036	5	1920	-1.67E-14
2036	1	66	-4.17E-13
2036	1	1906	-1.09E-11
2036	6	39	-2.01E-11
2036	6	107	-9.35E-11
2036	1	163	-1.05E-10
2036	1	78	-5.50E-10
2036	6	719	-9.30E-10
2037	6	975	-3.95E-19
2037	1	1521	-2.28E-15
2037	6	1276	-3.10E-15
2037	6	1107	-4.74E-13
2037	6	1435	-6.64E-12
2037	5	1048	-2.48E-11
2037	6	185	-7.78E-11
2037	1	66	-2.01E-09
2037	6	392	-3.24E-09
2037	6	107	-7.92E-09
2037	1	1906	-9.29E-09
2037	6	39	-9.50E-08
2037	7	975	-1.05E-07
2037	1	78	-5.05E-07
2038	6	1276	-1.89E-14
2038	6	975	-7.77E-14
2038	1	1521	-1.29E-13
2038	6	1107	-6.70E-11
2038	6	1435	-5.39E-10
2038	6	185	-7.50E-10
2038	1	1906	-4.35E-09
2038	1	66	-6.80E-09
2038	1	163	-7.03E-08
2038	6	39	-1.74E-07
2038	1	78	-2.08E-07
2038	1	329	-4.70E-07
2039	1	1521	-2.07E-41
2039	1	942	-3.63E-35
2039	1	1276	-1.07E-30
2039	1	1906	-2.50E-30
2039	1	1428	-1.11E-28
2039	6	1276	-6.20E-28
2039	6	975	-8.86E-23
2039	1	1640	-1.22E-20
2039	1	1361	-4.51E-20
2039	1	1041	-6.31E-19
2039	1	12	-6.13E-18
2039	1	1185	-1.34E-15
2039	6	1906	-3.86E-15
2039	1	1616	-8.06E-15
2039	1	1729	-1.61E-14
2039	6	1107	-1.86E-14
2039	1	178	-2.49E-14
2040	1	1521	-6.38E-21
2040	6	1276	-1.37E-15
2040	1	1906	-3.33E-15
2040	1	942	-1.48E-14
2040	1	1276	-8.03E-14
2040	1	1428	-1.98E-13
2040	6	975	-6.34E-13
2040	6	1906	-6.62E-09
2040	1	1361	-7.10E-09
2040	6	1521	-9.02E-09
2040	1	12	-1.11E-08
2040	1	1640	-1.18E-08
2040	1	1616	-6.25E-08
2040	6	1107	-6.68E-08
2040	6	1435	-6.71E-08
2040	1	1041	-1.07E-07
2040	6	12	-1.84E-07
2041	1	1521	-4.80E-17
2041	6	1276	-3.42E-13
2041	1	942	-4.70E-13
2041	1	1906	-2.49E-12
2041	1	1428	-1.03E-10
2041	6	975	-7.66E-10
2041	1	1276	-1.51E-09
2041	6	1521	-2.62E-07
2041	1	1041	-4.09E-07
2041	6	1107	-6.32E-07
2041	6	1906	-9.96E-07
2041	1	1361	-1.68E-06
2041	1	12	-2.29E-06
2041	6	1435	-3.32E-06
2041	6	12	-3.68E-06
2041	1	66	-3.86E-06
2041	1	1640	-5.36E-06
2041	5	1048	-7.96E-06
2041	1	178	-1.29E-05
2042	1	1521	-4.71E-32
2042	1	942	-1.29E-29
2042	1	1276	-1.04E-24
2042	1	1906	-4.11E-24
2042	6	1276	-4.41E-23
2042	1	1428	-5.39E-22
2042	1	1361	-1.31E-17
2042	1	1041	-2.51E-16
2042	1	1640	-7.55E-16
2042	1	12	-1.16E-15
2042	6	975	-5.37E-15
2042	1	1185	-2.24E-14
2042	6	1521	-3.41E-14
2042	1	1729	-5.83E-14
2042	6	1906	-3.41E-13
2042	1	1616	-5.87E-12
2042	6	12	-3.39E-11
2043	1	1521	-1.66E-34
2043	6	1276	-1.41E-29
2043	6	975	-5.85E-25
2043	1	1906	-9.35E-25
2043	1	942	-6.17E-24
2043	1	1428	-8.92E-22
2043	1	1276	-9.01E-22
2043	6	1521	-5.12E-16
2043	6	1906	-5.99E-16
2043	6	1107	-6.80E-16
2043	1	1361	-3.26E-15
2043	1	12	-3.35E-14
2043	6	1435	-3.70E-14
2043	1	1640	-4.84E-14
2043	1	1616	-2.77E-13
2043	6	12	-3.96E-13
2043	1	1041	-5.51E-13
2044	1	1521	-2.80E-22
2044	6	1276	-5.10E-21
2044	6	975	-2.17E-18
2044	6	1107	-1.77E-15
2044	1	1906	-2.61E-15
2044	6	1435	-1.37E-13
2044	1	1428	-3.25E-13
2044	6	185	-1.20E-11
2044	5	1048	-5.83E-11
2044	1	66	-8.98E-11
2044	1	329	-2.49E-10
2044	1	163	-5.90E-10
2045	1	942	0
2045	1	1521	-7.42E-41
2045	1	1276	-2.39E-37
2045	1	1906	-3.82E-32
2045	1	1428	-3.97E-31
2045	1	1361	-3.07E-27
2045	1	1729	-4.57E-26
2045	1	1041	-1.11E-25
2045	1	1640	-1.70E-25
2045	1	1185	-1.30E-24
2045	6	1276	-3.72E-24
2045	1	12	-3.38E-23
2045	6	1521	-5.03E-18
2045	6	1906	-2.36E-16
2045	6	942	-3.34E-16
2045	1	1616	-3.93E-16
2045	1	1699	-4.27E-16
2045	1	1429	-4.97E-16
2046	1	1521	-9.30E-26
2046	6	975	-6.54E-23
2046	6	1107	-1.59E-17
2046	1	1906	-1.81E-15
2046	6	1435	-6.19E-15
2046	6	1276	-3.00E-14
2046	5	1048	-2.08E-13
2046	6	185	-3.71E-13
2046	1	66	-9.31E-12
2046	1	1428	-8.22E-11
2046	6	39	-1.49E-10
2046	6	392	-2.84E-10
2046	6	107	-3.80E-10
2046	1	39	-1.41E-09
2046	6	719	-3.07E-09
2046	1	69	-8.39E-09
2047	1	1521	-1.38E-27
2047	1	942	-6.69E-26
2047	1	1276	-1.62E-21
2047	1	1906	-9.82E-21
2047	6	1276	-1.24E-20
2047	1	1428	-2.57E-19
2047	1	1361	-4.55E-15
2047	1	1640	-2.15E-14
2047	1	1041	-8.31E-14
2047	1	12	-2.05E-13
2047	6	975	-2.10E-13
2047	1	1185	-8.45E-13
2047	1	1729	-3.47E-11
2047	6	1521	-2.11E-10
2047	6	1906	-2.85E-10
2047	1	1616	-9.74E-10
2047	6	1107	-5.13E-09
2048	1	1521	-5.87E-29
2048	6	1276	-2.60E-25
2048	6	975	-1.98E-20
2048	1	1906	-2.05E-20
2048	1	1428	-7.65E-19
2048	1	942	-9.41E-18
2048	1	1276	-5.70E-17
2048	6	1107	-1.19E-15
2048	6	1435	-6.89E-14
2048	1	1616	-5.82E-12
2048	6	1906	-1.12E-11
2048	6	1521	-1.79E-11
2048	1	1361	-2.18E-11
2048	1	1640	-3.37E-11
2048	6	185	-4.60E-11
2049	1	1521	-1.16E-21
2049	1	942	-3.80E-19
2049	1	1276	-1.06E-16
2049	1	1906	-1.63E-16
2049	1	1428	-4.47E-15
2049	6	1276	-3.98E-12
2049	1	1361	-1.07E-11
2049	1	12	-8.74E-11
2049	1	1640	-1.33E-10
2049	1	1041	-1.50E-10
2049	1	1185	-4.37E-09
2049	1	1729	-1.55E-08
2049	1	1616	-3.42E-08
2049	6	975	-8.56E-08
2049	6	1521	-5.12E-07
2049	1	1552	-6.06E-07
2050	1	1521	-4.57E-35
2050	1	942	-3.42E-32
2050	1	1276	-1.29E-29
2050	1	1906	-5.56E-26
2050	1	1428	-2.08E-25
2050	6	1276	-3.56E-22
2050	1	1361	-1.58E-19
2050	1	1640	-1.87E-19
2050	1	12	-1.92E-17
2050	1	1041	-2.34E-17
2050	1	1729	-8.21E-16
2050	1	1185	-2.33E-15
2050	6	1521	-1.74E-14
2050	6	1906	-2.15E-14
2050	6	975	-1.68E-13
2050	1	1616	-1.09E-12
2050	6	1361	-1.18E-12
2051	1	1521	-5.95E-23
2051	1	1906	-6.37E-17
2051	1	1428	-1.09E-16
2051	1	1276	-3.29E-16
2051	1	942	-1.23E-15
2051	6	1276	-1.01E-14
2051	6	975	-5.42E-13
2051	1	1640	-2.11E-11
2051	1	1361	-3.96E-11
2051	1	1616	-7.23E-11
2051	1	12	-8.49E-10
2051	1	1552	-6.44E-09
2051	1	1041	-1.68E-08
2051	6	1906	-2.86E-08
2051	1	69	-3.18E-08
2051	6	1361	-3.24E-08
2051	1	329	-4.42E-08
2051	1	1729	-4.93E-08
2051	6	1107	-5.46E-08
2052	1	1521	-2.01E-34
2052	1	942	-2.62E-28
2052	1	1906	-5.21E-25
2052	1	1276	-3.20E-23
2052	1	1428	-1.11E-22
2052	6	975	-3.67E-16
2052	1	1640	-1.23E-15
2052	1	1361	-1.98E-15
2052	6	1107	-2.53E-15
2052	1	1041	-1.12E-14
2052	1	12	-2.03E-14
2052	1	178	-3.78E-12
2052	1	1185	-6.03E-12
2053	1	1521	-1.44E-28
2053	6	1276	-6.36E-23
2053	1	942	-3.45E-21
2053	1	1906	-8.27E-21
2053	1	1428	-1.83E-18
2053	6	975	-2.19E-18
2053	1	1276	-3.28E-18
2053	6	1906	-1.38E-12
2053	6	1521	-4.18E-12
2053	1	1361	-5.26E-12
2053	6	1107	-5.27E-12
2053	1	1640	-8.06E-12
2053	6	1435	-2.27E-11
2053	1	12	-3.66E-11
2053	1	1041	-4.10E-11
2053	1	1616	-1.12E-10
2053	6	12	-2.68E-10
2054	1	1276	0
2054	1	1521	0
2054	1	942	0
2054	1	1906	-7.20E-43
2054	1	1428	-1.40E-42
2054	1	1361	-5.06E-35
2054	1	1640	-5.13E-34
2054	1	1729	-4.31E-33
2054	6	1276	-1.44E-32
2054	1	1041	-2.87E-31
2054	1	12	-1.50E-29
2054	1	1185	-3.97E-29
2054	1	1616	-6.08E-25
2054	1	1552	-3.88E-24
2054	1	1924	-5.74E-21
2054	1	1429	-1.56E-20
2055	1	1521	-3.29E-38
2055	1	942	-1.08E-30
2055	6	1276	-5.58E-30
2055	1	1906	-8.61E-28
2055	1	1276	-1.97E-27
2055	1	1428	-1.44E-25
2055	6	975	-1.01E-22
2055	1	1640	-7.32E-18
2055	1	1361	-2.35E-17
2055	6	1906	-1.01E-16
2055	1	1041	-2.97E-16
2055	1	12	-4.18E-16
2055	6	1521	-4.21E-16
2055	6	1107	-5.80E-14
2055	6	12	-2.09E-13
2055	1	178	-5.87E-13
2056	6	975	-1.44E-08
2056	6	1107	-1.05E-07
2056	6	1435	-2.38E-06
2056	6	185	-1.31E-05
2056	6	1276	-2.47E-05
2056	5	1048	-8.89E-05
2056	6	39	-0.00034687
2056	6	107	-0.000373829
2056	4	683	-0.00054764
2056	7	975	-0.001257732
2056	7	512	-0.00126562
2056	6	1415	-0.001271604
2056	1	66	-0.001469721
2056	7	185	-0.001568497
2057	6	975	-1.22E-08
2057	6	1107	-2.44E-07
2057	6	1276	-4.61E-07
2057	6	185	-2.19E-06
2057	6	39	-9.14E-06
2057	6	1435	-1.51E-05
2057	4	683	-2.33E-05
2057	8	329	-2.35E-05
2057	7	975	-3.21E-05
2057	4	742	-3.85E-05
2057	6	245	-4.37E-05
2057	6	750	-6.72E-05
2057	5	1632	-0.000102289
2057	6	1415	-0.000117353
2057	6	683	-0.000143035
2057	8	95	-0.000159921
2058	6	975	-5.94E-15
2058	6	1107	-3.24E-12
2058	6	1435	-3.21E-10
2058	6	185	-4.85E-09
2058	6	1276	-1.53E-08
2058	6	107	-1.47E-07
2058	6	39	-1.92E-07
2058	5	1920	-2.23E-07
2058	1	329	-5.64E-07
2058	1	163	-8.76E-07
2058	6	437	-1.64E-06
2058	6	512	-1.86E-06
2059	1	942	-1.28E-38
2059	1	1521	-2.07E-37
2059	1	1276	-7.08E-33
2059	1	1906	-3.32E-28
2059	1	1428	-2.07E-27
2059	1	1361	-8.66E-24
2059	1	1640	-3.05E-22
2059	1	1041	-3.82E-21
2059	1	12	-3.40E-20
2059	1	1729	-3.95E-20
2059	1	1185	-4.35E-20
2059	6	1276	-5.83E-20
2059	1	1616	-1.75E-14
2059	1	1552	-2.05E-14
2059	6	1521	-2.11E-13
2059	6	1906	-3.04E-13
2059	1	1699	-4.65E-13
2060	6	1276	-2.07E-14
2060	6	975	-3.01E-14
2060	1	1521	-4.31E-11
2060	6	1107	-1.35E-09
2060	5	1048	-5.63E-09
2060	6	1435	-1.34E-07
2060	6	1906	-2.38E-07
2060	6	107	-5.41E-07
2060	1	1906	-7.02E-07
2060	6	1521	-1.01E-06
2060	6	1361	-1.27E-06
2060	6	392	-1.55E-06
2060	6	185	-1.77E-06
2060	6	12	-5.02E-06
2060	6	39	-7.17E-06
2060	6	245	-8.10E-06
2060	6	938	-9.24E-06
2061	1	1521	-6.89E-19
2061	6	1276	-1.41E-17
2061	6	975	-4.83E-17
2061	1	1906	-4.92E-13
2061	6	1107	-5.99E-13
2061	6	1435	-1.15E-11
2061	1	1428	-3.51E-10
2061	6	185	-4.37E-10
2061	6	1906	-1.69E-09
2061	6	1521	-5.21E-09
2061	1	66	-1.74E-08
2061	5	1920	-1.41E-07
2061	6	39	-1.43E-07
2061	5	1048	-2.06E-07
2061	1	942	-2.84E-07
2061	1	1276	-3.58E-07
2062	6	975	-1.20E-07
2062	6	1107	-1.38E-05
2062	1	1521	-3.98E-05
2062	6	1435	-6.91E-05
2062	5	1048	-9.36E-05
2062	5	975	-0.000237046
2062	6	107	-0.000370543
2062	5	1343	-0.000561064
2062	6	392	-0.000637393
2062	5	1912	-0.000704202
2062	1	66	-0.000878378
2062	6	185	-0.001235175
2062	6	512	-0.002428407
2063	1	1521	-1.06E-19
2063	6	975	-1.62E-17
2063	1	1906	-7.85E-14
2063	6	1107	-3.25E-13
2063	6	1276	-1.07E-12
2063	1	1428	-1.25E-12
2063	6	1435	-3.96E-11
2063	1	66	-3.29E-10
2063	6	185	-8.80E-10
2063	1	329	-1.16E-09
2063	1	163	-1.71E-09
2063	1	1276	-8.94E-09
2063	1	69	-1.07E-08
2064	6	975	-1.80E-08
2064	6	1435	-1.76E-07
2064	6	1107	-1.94E-07
2064	5	1048	-1.05E-06
2064	7	185	-1.47E-06
2064	7	1107	-1.87E-06
2064	7	95	-4.24E-06
2065	1	1521	-1.31E-30
2065	1	942	-7.99E-28
2065	1	1276	-1.98E-24
2065	1	1906	-3.17E-23
2065	1	1428	-4.61E-22
2065	6	1276	-1.28E-18
2065	1	1640	-2.74E-16
2065	1	1361	-3.61E-16
2065	1	1041	-2.98E-15
2065	1	12	-1.13E-14
2065	6	975	-7.09E-14
2065	1	1185	-3.22E-13
2065	1	1729	-1.23E-12
2065	1	1616	-2.42E-11
2065	6	1906	-1.30E-10
2065	6	1521	-1.34E-10
2065	1	178	-3.24E-10
2066	1	1521	-6.62E-21
2066	1	1276	-9.56E-16
2066	1	1906	-1.85E-15
2066	1	1428	-8.26E-15
2066	1	942	-1.38E-14
2066	1	1361	-6.92E-12
2066	1	1616	-1.18E-11
2066	1	1552	-9.86E-11
2066	1	12	-2.21E-10
2066	1	1640	-4.14E-10
2066	6	1276	-1.49E-09
2066	1	1729	-5.56E-09
2066	1	1041	-1.21E-08
2066	6	975	-2.60E-08
2066	6	1521	-1.65E-07
2066	6	1361	-6.56E-07
2066	6	1906	-6.98E-07
2066	1	1185	-9.78E-07
2067	1	1521	-1.49E-17
2067	6	1276	-4.02E-14
2067	1	1906	-1.21E-12
2067	1	942	-9.84E-12
2067	1	1276	-2.80E-11
2067	1	1428	-6.00E-11
2067	6	975	-1.69E-09
2067	6	1521	-1.42E-08
2067	6	1906	-3.41E-08
2067	1	1361	-1.14E-07
2067	1	12	-2.14E-07
2067	6	1361	-5.23E-07
2067	6	12	-7.87E-07
2067	1	1640	-1.26E-06
2067	1	1616	-1.50E-06
2067	1	66	-5.34E-06
2067	1	1041	-6.41E-06
2067	6	1435	-1.89E-05
2068	1	1521	-2.71E-20
2068	1	1906	-3.73E-14
2068	1	942	-7.23E-13
2068	1	1428	-1.65E-12
2068	1	1276	-1.75E-12
2068	6	975	-5.45E-11
2068	6	1107	-2.72E-09
2068	1	66	-2.33E-08
2068	5	1048	-4.74E-08
2068	6	1276	-6.89E-08
2068	6	1435	-1.38E-07
2068	1	178	-2.66E-07
2069	6	975	-9.56E-12
2069	6	1276	-1.66E-10
2069	6	1107	-4.94E-10
2069	6	1435	-1.85E-08
2069	5	1048	-8.15E-08
2069	6	185	-1.47E-07
2069	6	683	-4.06E-06
2069	7	185	-8.04E-06
2069	7	975	-1.40E-05
2069	6	39	-2.44E-05
2069	6	1415	-2.68E-05
2069	6	329	-5.10E-05
2070	1	1521	-2.05E-20
2070	1	942	-1.10E-15
2070	1	1906	-7.96E-15
2070	1	1276	-1.53E-14
2070	1	1428	-2.34E-13
2070	6	1276	-1.57E-12
2070	6	975	-4.08E-11
2070	1	1361	-3.83E-09
2070	1	1640	-8.81E-09
2070	1	12	-2.22E-08
2070	1	1041	-2.06E-07
2070	1	1185	-7.26E-07
2070	6	1107	-8.45E-07
2070	1	178	-1.01E-06
2071	1	1521	-4.65E-20
2071	6	975	-1.75E-18
2071	6	1276	-5.08E-18
2071	6	1107	-2.63E-14
2071	1	1906	-1.68E-13
2071	5	1048	-2.22E-12
2071	5	975	-3.45E-12
2071	6	1435	-1.05E-11
2071	1	1428	-2.81E-10
2071	5	1912	-1.36E-09
2071	1	66	-2.21E-09
2071	6	185	-2.24E-09
2071	6	392	-1.11E-08
2071	6	107	-1.17E-08
2071	5	1343	-1.83E-08
2072	6	1276	-3.45E-18
2072	1	1521	-3.48E-17
2072	6	975	-2.33E-15
2072	1	1906	-3.15E-11
2072	6	1521	-2.76E-10
2072	6	1906	-7.21E-10
2072	6	1107	-8.08E-10
2072	6	1435	-1.68E-09
2072	1	1428	-5.03E-09
2072	6	12	-7.96E-09
2072	7	975	-1.36E-08
2072	5	1048	-1.93E-08
2072	1	942	-9.08E-08
2072	6	185	-1.32E-07
2073	1	1521	-1.92E-14
2073	1	1906	-3.51E-10
2073	6	1276	-8.44E-10
2073	1	942	-6.34E-09
2073	6	975	-1.23E-08
2073	1	1276	-1.79E-08
2073	1	1428	-1.81E-08
2073	6	1521	-3.02E-06
2073	6	1906	-6.35E-06
2073	1	12	-9.09E-06
2073	1	1361	-1.22E-05
2073	6	12	-2.07E-05
2073	1	1616	-3.15E-05
2073	6	1435	-3.32E-05
2073	1	66	-3.36E-05
2073	6	185	-5.31E-05
2074	1	1521	-2.73E-23
2074	6	1276	-1.16E-19
2074	6	975	-7.70E-18
2074	1	1906	-1.15E-16
2074	1	942	-4.52E-15
2074	1	1428	-6.70E-15
2074	1	1276	-1.42E-14
2074	6	1107	-1.46E-11
2074	6	1435	-5.22E-11
2074	1	1640	-4.34E-09
2074	1	329	-1.17E-08
2074	6	392	-1.20E-08
2074	1	66	-1.32E-08
2074	1	1361	-1.37E-08
2074	1	12	-2.46E-08
2074	6	1906	-2.51E-08
2074	1	178	-2.90E-08
2075	1	1521	-1.07E-21
2075	6	975	-6.23E-16
2075	1	1906	-1.33E-15
2075	1	942	-2.23E-14
2075	1	1428	-1.26E-13
2075	1	1276	-3.62E-13
2075	6	1107	-1.57E-12
2075	6	1276	-7.69E-12
2075	6	1435	-1.65E-10
2075	1	66	-2.12E-08
2075	1	1640	-2.61E-08
2075	6	392	-4.25E-08
2075	1	329	-4.72E-08
2075	1	178	-4.88E-08
2076	1	1521	-9.60E-26
2076	6	1276	-2.63E-24
2076	6	975	-1.11E-19
2076	1	1906	-2.03E-18
2076	1	1428	-8.81E-16
2076	1	942	-3.38E-14
2076	6	1107	-3.40E-14
2076	6	1435	-1.10E-13
2076	1	1276	-1.82E-12
2076	6	185	-3.26E-11
2076	6	1906	-3.28E-11
2076	6	1521	-4.04E-11
