head	rel	tail	score
Compound::DB00859	DRUGBANK::treats::Compound:Disease	Disease::MESH:D009422	-6.717481613
Compound::DB00175	DRUGBANK::treats::Compound:Disease	Disease::MESH:D009422	-6.722742558
Compound::DB00977	DRUGBANK::treats::Compound:Disease	Disease::MESH:D009422	-7.205343723
Compound::DB01018	DRUGBANK::treats::Compound:Disease	Disease::MESH:D009422	-7.42850399
Compound::DB08938	DRUGBANK::treats::Compound:Disease	Disease::MESH:D009422	-7.941784859
Compound::DB08813	DRUGBANK::treats::Compound:Disease	Disease::MESH:D009422	-7.963823318
Compound::DB00766	DRUGBANK::treats::Compound:Disease	Disease::MESH:D009202	-0.201602072
Compound::DB00215	DRUGBANK::treats::Compound:Disease	Disease::MESH:D009202	-0.232243672
Compound::DB00424	DRUGBANK::treats::Compound:Disease	Disease::MESH:D009202	-0.244697288
Compound::DB00434	DRUGBANK::treats::Compound:Disease	Disease::MESH:D009202	-0.267354548
Compound::DB00175	DRUGBANK::treats::Compound:Disease	Disease::MESH:D009202	-0.269284159
Compound::DB00030	DRUGBANK::treats::Compound:Disease	Disease::MESH:D009202	-0.272289068
Compound::DB01171	DRUGBANK::treats::Compound:Disease	Disease::MESH:D046152	-4.742780209
Compound::DB00215	DRUGBANK::treats::Compound:Disease	Disease::MESH:D046152	-5.850539684
Compound::DB08813	DRUGBANK::treats::Compound:Disease	Disease::MESH:D046152	-6.411001682
Compound::DB00103	DRUGBANK::treats::Compound:Disease	Disease::MESH:D046152	-6.446803093
Compound::DB00175	DRUGBANK::treats::Compound:Disease	Disease::MESH:D046152	-6.554606438
Compound::DB00471	DRUGBANK::treats::Compound:Disease	Disease::MESH:D046152	-6.597837925
Compound::DB00855	DRUGBANK::treats::Compound:Disease	Disease::MESH:D046152	-6.68719244
Compound::DB01171	DRUGBANK::treats::Compound:Disease	Disease::MESH:D010195	-0.222595319
Compound::DB00766	DRUGBANK::treats::Compound:Disease	Disease::MESH:D010195	-0.227462247
Compound::DB00175	DRUGBANK::treats::Compound:Disease	Disease::MESH:D010195	-0.241666734
Compound::DB06404	DRUGBANK::treats::Compound:Disease	Disease::MESH:D010195	-0.248008415
Compound::DB00030	DRUGBANK::treats::Compound:Disease	Disease::MESH:D010195	-0.249417573
Compound::DB08813	DRUGBANK::treats::Compound:Disease	Disease::MESH:D010195	-0.249832511
Compound::DB01223	DRUGBANK::treats::Compound:Disease	Disease::MESH:D010195	-0.285875082
Compound::DB00766	DRUGBANK::treats::Compound:Disease	Disease::MESH:D001250	-0.171365499
Compound::DB06404	DRUGBANK::treats::Compound:Disease	Disease::MESH:D001250	-0.223041832
Compound::DB00175	DRUGBANK::treats::Compound:Disease	Disease::MESH:D001250	-0.233447522
Compound::DB00424	DRUGBANK::treats::Compound:Disease	Disease::MESH:D001250	-0.247303739
Compound::DB01005	DRUGBANK::treats::Compound:Disease	Disease::MESH:D001250	-0.248226553
Compound::DB00364	DRUGBANK::treats::Compound:Disease	Disease::MESH:D001250	-0.254438251
Compound::DB01171	DRUGBANK::treats::Compound:Disease	Disease::MESH:D017118	-0.210103393
Compound::DB00175	DRUGBANK::treats::Compound:Disease	Disease::MESH:D017118	-0.229935125
Compound::DB00364	DRUGBANK::treats::Compound:Disease	Disease::MESH:D017118	-0.232713103
Compound::DB01005	DRUGBANK::treats::Compound:Disease	Disease::MESH:D017118	-0.234867498
Compound::DB00030	DRUGBANK::treats::Compound:Disease	Disease::MESH:D017118	-0.250249147
Compound::DB00030	DRUGBANK::treats::Compound:Disease	Disease::MESH:D006816	-5.365788937
Compound::DB00364	DRUGBANK::treats::Compound:Disease	Disease::MESH:D006816	-5.80410099
Compound::DB00222	DRUGBANK::treats::Compound:Disease	Disease::MESH:D006816	-5.92125988
Compound::DB06802	DRUGBANK::treats::Compound:Disease	Disease::MESH:D006816	-6.004619122
Compound::DB01098	DRUGBANK::treats::Compound:Disease	Disease::MESH:D006816	-6.135409355
Compound::DB06404	DRUGBANK::treats::Compound:Disease	Disease::MESH:D006816	-6.232264996
Compound::DB00091	DRUGBANK::treats::Compound:Disease	Disease::MESH:D006816	-6.245847702
Compound::DB08813	DRUGBANK::treats::Compound:Disease	Disease::MESH:D006816	-6.290706158
Compound::DB00364	DRUGBANK::treats::Compound:Disease	Disease::MESH:D012516	-0.263838857
Compound::DB00175	DRUGBANK::treats::Compound:Disease	Disease::MESH:D012516	-0.2905536
Compound::DB01171	DRUGBANK::treats::Compound:Disease	Disease::MESH:D012516	-0.290910155
Compound::DB00215	DRUGBANK::treats::Compound:Disease	Disease::MESH:D012516	-0.292266697
Compound::DB00855	DRUGBANK::treats::Compound:Disease	Disease::MESH:D012516	-0.297384501
Compound::DB00339	DRUGBANK::treats::Compound:Disease	Disease::MESH:D012516	-0.300097525
Compound::DB06404	DRUGBANK::treats::Compound:Disease	Disease::MESH:D012516	-0.310691565
Compound::DB00175	DRUGBANK::treats::Compound:Disease	Disease::MESH:D018269	-0.142466381
Compound::DB00457	DRUGBANK::treats::Compound:Disease	Disease::MESH:D018269	-0.159205124
Compound::DB06404	DRUGBANK::treats::Compound:Disease	Disease::MESH:D018269	-0.162015855
Compound::DB00549	DRUGBANK::treats::Compound:Disease	Disease::MESH:D018269	-0.169172123
Compound::DB00026	DRUGBANK::treats::Compound:Disease	Disease::MESH:D018269	-0.180437684
Compound::DB00176	DRUGBANK::treats::Compound:Disease	Disease::MESH:D018269	-0.194027662
Compound::DB00364	DRUGBANK::treats::Compound:Disease	Disease::MESH:D018269	-0.202108115
Compound::DB06404	DRUGBANK::treats::Compound:Disease	Disease::MESH:D015464	-0.253056288
Compound::DB00766	DRUGBANK::treats::Compound:Disease	Disease::MESH:D015464	-0.26946944
Compound::DB00175	DRUGBANK::treats::Compound:Disease	Disease::MESH:D015464	-0.278778136
Compound::DB00030	DRUGBANK::treats::Compound:Disease	Disease::MESH:D015464	-0.279989511
Compound::DB00103	DRUGBANK::treats::Compound:Disease	Disease::MESH:D015464	-0.29044342
Compound::DB01005	DRUGBANK::treats::Compound:Disease	Disease::MESH:D015464	-0.296043664
Compound::DB00175	DRUGBANK::treats::Compound:Disease	Disease::MESH:D003110	-0.224100113
Compound::DB00364	DRUGBANK::treats::Compound:Disease	Disease::MESH:D003110	-0.252744764
Compound::DB00766	DRUGBANK::treats::Compound:Disease	Disease::MESH:D003110	-0.253377914
Compound::DB00030	DRUGBANK::treats::Compound:Disease	Disease::MESH:D003110	-0.259396076
Compound::DB00103	DRUGBANK::treats::Compound:Disease	Disease::MESH:D003110	-0.269251108
Compound::DB00028	DRUGBANK::treats::Compound:Disease	Disease::MESH:D003110	-0.270650297
Compound::DB08938	DRUGBANK::treats::Compound:Disease	Disease::MESH:D010190	-5.074389458
Compound::DB00030	DRUGBANK::treats::Compound:Disease	Disease::MESH:D010190	-5.156226158
Compound::DB00766	DRUGBANK::treats::Compound:Disease	Disease::MESH:D010190	-5.202340126
Compound::DB08813	DRUGBANK::treats::Compound:Disease	Disease::MESH:D010190	-5.822590828
Compound::DB00855	DRUGBANK::treats::Compound:Disease	Disease::MESH:D010190	-5.847602367
Compound::DB00288	DRUGBANK::treats::Compound:Disease	Disease::MESH:D010190	-5.974468231
Compound::DB13928	DRUGBANK::treats::Compound:Disease	Disease::MESH:D010190	-6.198866367
Compound::DB01171	DRUGBANK::treats::Compound:Disease	Disease::MESH:D010190	-6.239619255
Compound::DB06228	DRUGBANK::treats::Compound:Disease	Disease::MESH:D010190	-6.350375652
Compound::DB08813	DRUGBANK::treats::Compound:Disease	Disease::MESH:D050197	-5.275576591
Compound::DB00030	DRUGBANK::treats::Compound:Disease	Disease::MESH:D050197	-5.87366724
Compound::DB00380	DRUGBANK::treats::Compound:Disease	Disease::MESH:D050197	-6.050556183
Compound::DB00526	DRUGBANK::treats::Compound:Disease	Disease::MESH:D050197	-6.117737293
Compound::DB00788	DRUGBANK::treats::Compound:Disease	Disease::MESH:D050197	-6.133232594
Compound::DB00361	DRUGBANK::treats::Compound:Disease	Disease::MESH:D050197	-6.18238163
Compound::DB00315	DRUGBANK::treats::Compound:Disease	Disease::MESH:D050197	-6.186416149
Compound::DB05381	DRUGBANK::treats::Compound:Disease	Disease::MESH:D050197	-6.200252056
Compound::DB00028	DRUGBANK::treats::Compound:Disease	Disease::MESH:D050197	-6.272343159
Compound::DB08938	DRUGBANK::treats::Compound:Disease	Disease::MESH:D013625	-0.242668971
Compound::DB00175	DRUGBANK::treats::Compound:Disease	Disease::MESH:D013625	-0.266157717
Compound::DB03852	DRUGBANK::treats::Compound:Disease	Disease::MESH:D013625	-0.276194543
Compound::DB00766	DRUGBANK::treats::Compound:Disease	Disease::MESH:D013625	-0.277716815
Compound::DB08813	DRUGBANK::treats::Compound:Disease	Disease::MESH:D013625	-0.284451097
Compound::DB00215	DRUGBANK::treats::Compound:Disease	Disease::MESH:D013625	-0.29207167
Compound::DB01005	DRUGBANK::treats::Compound:Disease	Disease::MESH:D013625	-0.292504787
Compound::DB00766	DRUGBANK::treats::Compound:Disease	Disease::MESH:D000544	-0.210965902
Compound::DB00339	DRUGBANK::treats::Compound:Disease	Disease::MESH:D000544	-0.251500338
Compound::DB00175	DRUGBANK::treats::Compound:Disease	Disease::MESH:D000544	-0.255065233
Compound::DB00364	DRUGBANK::treats::Compound:Disease	Disease::MESH:D000544	-0.258857816
Compound::DB06404	DRUGBANK::treats::Compound:Disease	Disease::MESH:D000544	-0.266181886
Compound::DB00215	DRUGBANK::treats::Compound:Disease	Disease::MESH:D000544	-0.26867196
Compound::DB00424	DRUGBANK::treats::Compound:Disease	Disease::MESH:D000544	-0.272947252
Compound::DB01238	DRUGBANK::treats::Compound:Disease	Disease::MESH:D058186	-7.485003948
Compound::DB00549	DRUGBANK::treats::Compound:Disease	Disease::MESH:D058186	-8.660486221
Compound::DB00780	DRUGBANK::treats::Compound:Disease	Disease::MESH:D058186	-9.118377686
Compound::DB08938	DRUGBANK::treats::Compound:Disease	Disease::MESH:D058186	-9.158189774
Compound::DB00609	DRUGBANK::treats::Compound:Disease	Disease::MESH:D058186	-9.341380119
Compound::DB00594	DRUGBANK::treats::Compound:Disease	Disease::MESH:D058186	-9.580588341
Compound::DB00501	DRUGBANK::treats::Compound:Disease	Disease::MESH:D058186	-10.13721466
Compound::DB00412	DRUGBANK::treats::Compound:Disease	Disease::MESH:D006943	-5.989784241
Compound::DB00364	DRUGBANK::treats::Compound:Disease	Disease::MESH:D006943	-6.292819023
Compound::DB00030	DRUGBANK::treats::Compound:Disease	Disease::MESH:D006943	-6.511912346
Compound::DB06802	DRUGBANK::treats::Compound:Disease	Disease::MESH:D006943	-6.598973751
Compound::DB13928	DRUGBANK::treats::Compound:Disease	Disease::MESH:D006943	-6.692774296
Compound::DB06292	DRUGBANK::treats::Compound:Disease	Disease::MESH:D006943	-7.143446922
Compound::DB00859	DRUGBANK::treats::Compound:Disease	Disease::MESH:D006943	-7.183158398
Compound::DB00766	DRUGBANK::treats::Compound:Disease	Disease::MESH:D006943	-7.36438942
Compound::DB06404	DRUGBANK::treats::Compound:Disease	Disease::MESH:D002294	-0.199531853
Compound::DB00140	DRUGBANK::treats::Compound:Disease	Disease::MESH:D002294	-0.22992976
Compound::DB01005	DRUGBANK::treats::Compound:Disease	Disease::MESH:D002294	-0.246344596
Compound::DB00175	DRUGBANK::treats::Compound:Disease	Disease::MESH:D002294	-0.251967341
Compound::DB00364	DRUGBANK::treats::Compound:Disease	Disease::MESH:D002294	-0.255586982
Compound::DB08813	DRUGBANK::treats::Compound:Disease	Disease::MESH:D002294	-0.261142343
Compound::DB00766	DRUGBANK::treats::Compound:Disease	Disease::MESH:D006527	-0.262617737
Compound::DB00175	DRUGBANK::treats::Compound:Disease	Disease::MESH:D006527	-0.26634863
Compound::DB00103	DRUGBANK::treats::Compound:Disease	Disease::MESH:D006527	-0.26948005
Compound::DB06404	DRUGBANK::treats::Compound:Disease	Disease::MESH:D006527	-0.279463381
Compound::DB00966	DRUGBANK::treats::Compound:Disease	Disease::MESH:D006527	-0.287495553
Compound::DB00364	DRUGBANK::treats::Compound:Disease	Disease::MESH:D006527	-0.300473839
Compound::DB01223	DRUGBANK::treats::Compound:Disease	Disease::MESH:D018192	-0.204066724
Compound::DB00175	DRUGBANK::treats::Compound:Disease	Disease::MESH:D018192	-0.231383935
Compound::DB06404	DRUGBANK::treats::Compound:Disease	Disease::MESH:D018192	-0.2376194
Compound::DB00855	DRUGBANK::treats::Compound:Disease	Disease::MESH:D018192	-0.243579268
Compound::DB00315	DRUGBANK::treats::Compound:Disease	Disease::MESH:D018192	-0.253136575
Compound::DB00364	DRUGBANK::treats::Compound:Disease	Disease::MESH:D018192	-0.260648817
Compound::DB13928	DRUGBANK::treats::Compound:Disease	Disease::MESH:D018192	-0.265740514
Compound::DB00766	DRUGBANK::treats::Compound:Disease	Disease::MESH:D005891	-0.236785635
Compound::DB01005	DRUGBANK::treats::Compound:Disease	Disease::MESH:D005891	-0.240037486
Compound::DB00103	DRUGBANK::treats::Compound:Disease	Disease::MESH:D005891	-0.263842851
Compound::DB00175	DRUGBANK::treats::Compound:Disease	Disease::MESH:D005891	-0.2705504
Compound::DB08813	DRUGBANK::treats::Compound:Disease	Disease::MESH:D005891	-0.270767361
Compound::DB00273	DRUGBANK::treats::Compound:Disease	Disease::MESH:D005891	-0.286593378
Compound::DB00594	DRUGBANK::treats::Compound:Disease	Disease::MESH:D011087	-0.077849321
Compound::DB00103	DRUGBANK::treats::Compound:Disease	Disease::MESH:D011087	-0.117253676
Compound::DB00479	DRUGBANK::treats::Compound:Disease	Disease::MESH:D011087	-0.145216495
Compound::DB01005	DRUGBANK::treats::Compound:Disease	Disease::MESH:D011087	-0.187241033
Compound::DB00609	DRUGBANK::treats::Compound:Disease	Disease::MESH:D011087	-0.198820725
Compound::DB00443	DRUGBANK::treats::Compound:Disease	Disease::MESH:D011087	-0.246476695
Compound::DB01005	DRUGBANK::treats::Compound:Disease	Disease::MESH:D006330	-0.225190371
Compound::DB00766	DRUGBANK::treats::Compound:Disease	Disease::MESH:D006330	-0.24133186
Compound::DB08813	DRUGBANK::treats::Compound:Disease	Disease::MESH:D006330	-0.244821131
Compound::DB00339	DRUGBANK::treats::Compound:Disease	Disease::MESH:D006330	-0.25169614
Compound::DB08938	DRUGBANK::treats::Compound:Disease	Disease::MESH:D006330	-0.264332235
Compound::DB00288	DRUGBANK::treats::Compound:Disease	Disease::MESH:D006330	-0.275456548
Compound::DB06404	DRUGBANK::treats::Compound:Disease	Disease::MESH:D006330	-0.277117282
Compound::DB00841	DRUGBANK::treats::Compound:Disease	Disease::MESH:D006330	-0.285165071
Compound::DB00175	DRUGBANK::treats::Compound:Disease	Disease::MESH:D015179	-0.18861492
Compound::DB00103	DRUGBANK::treats::Compound:Disease	Disease::MESH:D015179	-0.228548005
Compound::DB06404	DRUGBANK::treats::Compound:Disease	Disease::MESH:D015179	-0.234180629
Compound::DB00222	DRUGBANK::treats::Compound:Disease	Disease::MESH:D015179	-0.237457246
Compound::DB00394	DRUGBANK::treats::Compound:Disease	Disease::MESH:D015179	-0.240787402
Compound::DB00364	DRUGBANK::treats::Compound:Disease	Disease::MESH:D015179	-0.245028242
Compound::DB00175	DRUGBANK::treats::Compound:Disease	Disease::MESH:D006528	-0.237117991
Compound::DB00766	DRUGBANK::treats::Compound:Disease	Disease::MESH:D006528	-0.23913464
Compound::DB00030	DRUGBANK::treats::Compound:Disease	Disease::MESH:D006528	-0.270556539
Compound::DB00501	DRUGBANK::treats::Compound:Disease	Disease::MESH:D006528	-0.279211938
Compound::DB00424	DRUGBANK::treats::Compound:Disease	Disease::MESH:D006528	-0.279733062
Compound::DB00571	DRUGBANK::treats::Compound:Disease	Disease::MESH:D006528	-0.282455832
Compound::DB00859	DRUGBANK::treats::Compound:Disease	Disease::MESH:D001145	-6.250668049
Compound::DB00030	DRUGBANK::treats::Compound:Disease	Disease::MESH:D001145	-6.990768909
Compound::DB00380	DRUGBANK::treats::Compound:Disease	Disease::MESH:D001145	-7.339208126
Compound::DB00175	DRUGBANK::treats::Compound:Disease	Disease::MESH:D001145	-7.402656078
Compound::DB00696	DRUGBANK::treats::Compound:Disease	Disease::MESH:D001145	-7.609416008
Compound::DB01238	DRUGBANK::treats::Compound:Disease	Disease::MESH:D001145	-7.849188328
Compound::DB08938	DRUGBANK::treats::Compound:Disease	Disease::MESH:D000755	-0.248598531
Compound::DB00766	DRUGBANK::treats::Compound:Disease	Disease::MESH:D000755	-0.249226883
Compound::DB08813	DRUGBANK::treats::Compound:Disease	Disease::MESH:D000755	-0.251814097
Compound::DB00030	DRUGBANK::treats::Compound:Disease	Disease::MESH:D000755	-0.268555403
Compound::DB06404	DRUGBANK::treats::Compound:Disease	Disease::MESH:D000755	-0.275463402
Compound::DB00501	DRUGBANK::treats::Compound:Disease	Disease::MESH:D000755	-0.285460949
Compound::DB00394	DRUGBANK::treats::Compound:Disease	Disease::MESH:D000755	-0.287841976
Compound::DB00394	DRUGBANK::treats::Compound:Disease	Disease::MESH:D008607	-0.088975102
Compound::DB00030	DRUGBANK::treats::Compound:Disease	Disease::MESH:D008607	-0.094687857
Compound::DB06404	DRUGBANK::treats::Compound:Disease	Disease::MESH:D008607	-0.10461913
Compound::DB01005	DRUGBANK::treats::Compound:Disease	Disease::MESH:D008607	-0.105505846
Compound::DB08813	DRUGBANK::treats::Compound:Disease	Disease::MESH:D008607	-0.106332697
Compound::DB00841	DRUGBANK::treats::Compound:Disease	Disease::MESH:D008607	-0.128813446
Compound::DB00766	DRUGBANK::treats::Compound:Disease	Disease::MESH:D046349	-0.256866902
Compound::DB00424	DRUGBANK::treats::Compound:Disease	Disease::MESH:D046349	-0.3510153
Compound::DB00288	DRUGBANK::treats::Compound:Disease	Disease::MESH:D046349	-0.477488667
Compound::DB00175	DRUGBANK::treats::Compound:Disease	Disease::MESH:D046349	-0.543972731
Compound::DB00394	DRUGBANK::treats::Compound:Disease	Disease::MESH:D046349	-0.570209503
Compound::DB00030	DRUGBANK::treats::Compound:Disease	Disease::MESH:D046349	-0.570505083
Compound::DB06153	DRUGBANK::treats::Compound:Disease	Disease::MESH:D007674	-4.32E-07
Compound::DB09265	DRUGBANK::treats::Compound:Disease	Disease::MESH:D007674	-3.30E-05
Compound::DB01043	DRUGBANK::treats::Compound:Disease	Disease::MESH:D007674	-8.69E-05
Compound::DB09107	DRUGBANK::treats::Compound:Disease	Disease::MESH:D007674	-0.000202162
Compound::DB03404	DRUGBANK::treats::Compound:Disease	Disease::MESH:D007674	-0.00021102
Compound::DB00072	DRUGBANK::treats::Compound:Disease	Disease::MESH:D007674	-0.000255696
Compound::DB12532	DRUGBANK::treats::Compound:Disease	Disease::MESH:D007674	-0.000492142
Compound::DB09148	DRUGBANK::treats::Compound:Disease	Disease::MESH:D007674	-0.000865735
Compound::DB01049	DRUGBANK::treats::Compound:Disease	Disease::MESH:D007674	-0.000947505
Compound::DB00766	DRUGBANK::treats::Compound:Disease	Disease::MESH:D015212	-0.280079544
Compound::DB00175	DRUGBANK::treats::Compound:Disease	Disease::MESH:D015212	-0.283903688
Compound::DB00222	DRUGBANK::treats::Compound:Disease	Disease::MESH:D015212	-0.309695214
Compound::DB00030	DRUGBANK::treats::Compound:Disease	Disease::MESH:D015212	-0.3139458
Compound::DB08938	DRUGBANK::treats::Compound:Disease	Disease::MESH:D015212	-0.321149975
Compound::DB01238	DRUGBANK::treats::Compound:Disease	Disease::MESH:D015212	-0.331427544
Compound::DB00364	DRUGBANK::treats::Compound:Disease	Disease::MESH:D008708	-0.243250772
Compound::DB06404	DRUGBANK::treats::Compound:Disease	Disease::MESH:D008708	-0.251011521
Compound::DB00966	DRUGBANK::treats::Compound:Disease	Disease::MESH:D008708	-0.260582268
Compound::DB01171	DRUGBANK::treats::Compound:Disease	Disease::MESH:D008708	-0.261458188
Compound::DB00424	DRUGBANK::treats::Compound:Disease	Disease::MESH:D008708	-0.262565672
Compound::DB00175	DRUGBANK::treats::Compound:Disease	Disease::MESH:D008708	-0.269447356
Compound::DB00175	DRUGBANK::treats::Compound:Disease	Disease::MESH:D015223	-0.232032657
Compound::DB00766	DRUGBANK::treats::Compound:Disease	Disease::MESH:D015223	-0.23893255
Compound::DB00030	DRUGBANK::treats::Compound:Disease	Disease::MESH:D015223	-0.25869903
Compound::DB06404	DRUGBANK::treats::Compound:Disease	Disease::MESH:D015223	-0.262507945
Compound::DB00855	DRUGBANK::treats::Compound:Disease	Disease::MESH:D015223	-0.273162961
Compound::DB00394	DRUGBANK::treats::Compound:Disease	Disease::MESH:D015223	-0.298523396
