head	rel	tail	score
TCMsymptom::Xiao Er Ji Liang	Syndrome::Symptom	Disease::MESH:D028921	-0.480217338
TCMsymptom::Xiao Fu Man	Syndrome::Symptom	Disease::MESH:D028921	-0.031998277
TCMsymptom::Xiao Fu Zhang Tong	Syndrome::Symptom	Disease::MESH:D028921	-0.086248785
TCMsymptom::Xie Lei Bu Teng Tong	Syndrome::Symptom	Disease::MESH:D028921	-0.076704383
TCMsymptom::Xie Lei Teng Tong	Syndrome::Symptom	Disease::MESH:D028921	-0.0039202
TCMsymptom::Xie Xia Pi Kuai	Syndrome::Symptom	Disease::MESH:D028921	-0.156953901
TCMsymptom::Xie Xie	Syndrome::Symptom	Disease::MESH:D028921	-0.150503397
TCMsymptom::Xie Xie Ji Po	Syndrome::Symptom	Disease::MESH:D028921	-0.321565568
TCMsymptom::Xiong Fu Zhang Tong	Syndrome::Symptom	Disease::MESH:D028921	-0.13847208
TCMsymptom::Xiong Ge Pi Sai	Syndrome::Symptom	Disease::MESH:D028921	-0.222503126
TCMsymptom::Xiong Man Yu Men	Syndrome::Symptom	Disease::MESH:D028921	-0.473245829
TCMsymptom::Xiong Pi	Syndrome::Symptom	Disease::MESH:D028921	-0.122342117
TCMsymptom::Xiong Guan Man Men	Syndrome::Symptom	Disease::MESH:D028921	-0.002918688
TCMsymptom::Xiong Guan Pi Men	Syndrome::Symptom	Disease::MESH:D028921	-0.064412408
TCMsymptom::Xiong Guan Zhang Man	Syndrome::Symptom	Disease::MESH:D028921	-0.299720079
TCMsymptom::Xiong Xie Pi Men	Syndrome::Symptom	Disease::MESH:D028921	-0.155562371
TCMsymptom::Xiong Zhang Man	Syndrome::Symptom	Disease::MESH:D028921	-0.113368534
TCMsymptom::Xiong Zhong Bie Men	Syndrome::Symptom	Disease::MESH:D028921	-0.086359225
TCMsymptom::Xiong Zhong Man Men	Syndrome::Symptom	Disease::MESH:D028921	-0.19731544
TCMsymptom::Xiong Zhong Men Tong	Syndrome::Symptom	Disease::MESH:D028921	-0.169571131
TCMsymptom::Xie Lin	Syndrome::Symptom	Disease::MESH:D028921	-0.017634999
TCMsymptom::Yin Nang Shi Yang	Syndrome::Symptom	Disease::MESH:D028921	-0.08668004
TCMsymptom::Yin Yang	Syndrome::Symptom	Disease::MESH:D028921	-0.046401352
TCMsymptom::Yue Jing Liang Duo    Wei Chou	Syndrome::Symptom	Disease::MESH:D028921	-0.184089139
TCMsymptom::Zheng Jia Pi Kuai	Syndrome::Symptom	Disease::MESH:D028921	-0.205709845
TCMsymptom::Zhi Ti Chen Zhong	Syndrome::Symptom	Disease::MESH:D028921	-0.076757312
TCMsymptom::Zhi Ti Chen Zhong	Symptom::Disease	Disease::MESH:D028921	-0.194384381
TCMsymptom::Zhi Ti Kun Zhong	Syndrome::Symptom	Disease::MESH:D028921	-0.312069446
TCMsymptom::Zhi Ti Suan Zhong	Syndrome::Symptom	Disease::MESH:D028921	-0.01110525
TCMsymptom::Zhuo Tong	Syndrome::Symptom	Disease::MESH:D028921	-0.232107118
TCMsymptom::Zu Jing Hong Zhong Re Tong	Syndrome::Symptom	Disease::MESH:D028921	-0.119792663
TCMsymptom::Zu Xi Hong Zhong Re Tong	Syndrome::Symptom	Disease::MESH:D028921	-0.010576818
TCMsymptom::Ou Tu E Ni	Syndrome::Symptom	Disease::MESH:D028921	-0.364307106
TCMsymptom::Xiao Er Ji Liang Feng	Syndrome::Symptom	Disease::MESH:D028921	-0.159464598
TCMsymptom::Xiao Er Liang Feng	Syndrome::Symptom	Disease::MESH:D028921	-0.336189955
TCMsymptom::Niao Re Se Tong	Syndrome::Symptom	Disease::MESH:D028921	-0.265122533
TCMsymptom::Dai Xia Se Chi	Syndrome::Symptom	Disease::MESH:D028921	-0.21910134
TCMsymptom::Dai Xia Yin Yang	Syndrome::Symptom	Disease::MESH:D028921	-0.055401489
TCMsymptom::Shi Re Chuang Man	Syndrome::Symptom	Disease::MESH:D028921	-0.278891474
TCMsymptom::Shi Bi	Syndrome::Symptom	Disease::MESH:D028921	-0.03099452
TCMsymptom::Re Lin	Syndrome::Symptom	Disease::MESH:D028921	-0.208119243
TCMsymptom::Re Bi	Syndrome::Symptom	Disease::MESH:D028921	-0.458467633
TCMsymptom::Pi Fu Wan Xian	Syndrome::Symptom	Disease::MESH:D028921	-0.265666693
TCMsymptom::Lei Feng Shi Xing Guan Jie Yan	Syndrome::Symptom	Disease::MESH:D028921	-0.102977149
TCMsymptom::Ting Er	Syndrome::Symptom	Disease::MESH:D028921	-0.017414507
TCMsymptom::Zhi Ti Zhong	Syndrome::Symptom	Disease::MESH:D028921	-0.015494175
TCMsymptom::Xie Li	Syndrome::Symptom	Disease::MESH:D028921	-0.077045202
TCMsymptom::Chi Bai Dai Xia	Syndrome::Symptom	Disease::MESH:D028921	-0.182501048
TCMsymptom::Huang Shui Lin Li	Syndrome::Symptom	Disease::MESH:D028921	-0.564666152
TCMsymptom::Huang Ju	Syndrome::Symptom	Disease::MESH:D028921	-0.352577329
TCMsymptom::Cao Za	Syndrome::Symptom	Disease::MESH:D028921	-0.147569343
TCMsymptom::Cao Za Ou Tu	Syndrome::Symptom	Disease::MESH:D028921	-0.079112202
TCMsymptom::Qi Fu Zhang Tong	Syndrome::Symptom	Disease::MESH:D028921	-0.051241953
TCMsymptom::Shen Huang	Syndrome::Symptom	Disease::MESH:D028921	-0.222732857
TCMsymptom::Ting Shi	Syndrome::Symptom	Disease::MESH:D028921	-0.360295832
TCMsymptom::Chang Ming	Syndrome::Symptom	Disease::MESH:D028921	-0.129218236
TCMsymptom::Gang Men Zhuo Re	Syndrome::Symptom	Disease::MESH:D028921	-0.083152212
TCMsymptom::Li Ji Hou Zhong	Syndrome::Symptom	Disease::MESH:D028921	-0.235039875
TCMsymptom::Wan Gu Bu Hua	Syndrome::Symptom	Disease::MESH:D028921	-0.338623941
TCMsymptom::Bian Jie	Syndrome::Symptom	Disease::MESH:D028921	-0.022437455
TCMsymptom::Cao Za Si Ji	Syndrome::Symptom	Disease::MESH:D028921	-0.526507258
TCMsymptom::Da Bian Chu Xie	Syndrome::Symptom	Disease::MESH:D028921	-0.031216601
TCMsymptom::Da Bian Gan Zao	Syndrome::Symptom	Disease::MESH:D028921	-0.230750471
TCMsymptom::Duo Yin	Syndrome::Symptom	Disease::MESH:D028921	-0.164331436
TCMsymptom::E Ni	Syndrome::Symptom	Disease::MESH:D028921	-0.001831442
TCMsymptom::Qu Chi Teng Tong	Syndrome::Symptom	Disease::MESH:D028921	-0.111314341
TCMsymptom::Ru Fang Jie Jie	Syndrome::Symptom	Disease::MESH:D028921	-0.056899678
TCMsymptom::Ru Fang Teng Tong	Syndrome::Symptom	Disease::MESH:D028921	-0.01621291
TCMsymptom::Ru Fang You Kuai	Syndrome::Symptom	Disease::MESH:D028921	-0.063305698
TCMsymptom::Ru Fang Zhang Tong	Syndrome::Symptom	Disease::MESH:D028921	-0.146381304
TCMsymptom::Ru Pi	Syndrome::Symptom	Disease::MESH:D028921	-0.055594195
TCMsymptom::Ru Xian Zeng Sheng	Syndrome::Symptom	Disease::MESH:D028921	-0.136600569
TCMsymptom::Ru Yong	Syndrome::Symptom	Disease::MESH:D028921	-0.001174704
TCMsymptom::Ru Zhang Tong	Syndrome::Symptom	Disease::MESH:D028921	-0.045798156
TCMsymptom::Wei Chang Ji Re	Syndrome::Symptom	Disease::MESH:D028921	-0.299518615
TCMsymptom::Wei Re	Syndrome::Symptom	Disease::MESH:D028921	-0.104819812
TCMsymptom::Wei Suan Guo Duo	Syndrome::Symptom	Disease::MESH:D028921	-0.139528394
TCMsymptom::Wei Guan Bu Shu	Syndrome::Symptom	Disease::MESH:D028921	-0.131954849
TCMsymptom::Wei Guan Cao Za	Syndrome::Symptom	Disease::MESH:D028921	-0.02114759
TCMsymptom::Wei Guan Shao Zhuo Gan	Syndrome::Symptom	Disease::MESH:D028921	-0.035760324
TCMsymptom::Ya Teng	Syndrome::Symptom	Disease::MESH:D028921	-0.1591153
TCMsymptom::Ya Ken Chu Xie	Syndrome::Symptom	Disease::MESH:D028921	-0.054685604
TCMsymptom::Ya Ken Hong Zhong	Syndrome::Symptom	Disease::MESH:D028921	-0.025767218
TCMsymptom::Yan Hou Zhuo Re	Syndrome::Symptom	Disease::MESH:D028921	-0.130027071
TCMsymptom::Yi Ji	Syndrome::Symptom	Disease::MESH:D028921	-0.042727403
TCMsymptom::Ru Yong Zhong Tong	Syndrome::Symptom	Disease::MESH:D028921	-0.06107213
TCMsymptom::Ru E	Syndrome::Symptom	Disease::MESH:D028921	-0.158423334
TCMsymptom::Wei Huo Ya Tong	Syndrome::Symptom	Disease::MESH:D028921	-0.182465553
TCMsymptom::Kou Zao	Syndrome::Symptom	Disease::MESH:D028921	-0.184999868
TCMsymptom::Wu Xin Fan Re	Syndrome::Symptom	Disease::MESH:D028921	-0.004899629
TCMsymptom::Xiao Shou	Syndrome::Symptom	Disease::MESH:D028921	-0.226937503
TCMsymptom::Xiao Er Gan Ji Fa Re	Syndrome::Symptom	Disease::MESH:D028921	-0.368498951
TCMsymptom::Xiao Er Gan Ji	Syndrome::Symptom	Disease::MESH:D028921	-0.116344683
TCMsymptom::Bao Jue	Syndrome::Symptom	Disease::MESH:D028921	-0.556688011
TCMsymptom::Bao Zhu Xia Xie	Syndrome::Symptom	Disease::MESH:D028921	-0.004027519
TCMsymptom::Bian Xie	Syndrome::Symptom	Disease::MESH:D028921	-0.181078345
TCMsymptom::Chang Feng Bian Xie	Syndrome::Symptom	Disease::MESH:D028921	-0.143418506
TCMsymptom::Chang Feng Xia Xie	Syndrome::Symptom	Disease::MESH:D028921	-0.290051013
TCMsymptom::Chi Bi Nv Xie	Syndrome::Symptom	Disease::MESH:D028921	-0.193052709
TCMsymptom::Chi Tong	Syndrome::Symptom	Disease::MESH:D028921	-0.068560258
TCMsymptom::Chi Ken Zhong Tong	Syndrome::Symptom	Disease::MESH:D028921	-0.329984128
TCMsymptom::Chi Lv Hong Ban	Syndrome::Symptom	Disease::MESH:D028921	-0.045263819
TCMsymptom::Fei Zhen Xian Hong	Syndrome::Symptom	Disease::MESH:D028921	-0.23717232
TCMsymptom::Fen Ci	Syndrome::Symptom	Disease::MESH:D028921	-0.281000763
TCMsymptom::Fen La Ge Da	Syndrome::Symptom	Disease::MESH:D028921	-0.183347821
TCMsymptom::Feng Yan Lan Xian	Syndrome::Symptom	Disease::MESH:D028921	-0.00166977
TCMsymptom::Hong Re	Syndrome::Symptom	Disease::MESH:D028921	-0.350611717
TCMsymptom::Ji Fu Hong	Syndrome::Symptom	Disease::MESH:D028921	-0.042290106
TCMsymptom::Jian Xian Chi Lan	Syndrome::Symptom	Disease::MESH:D028921	-0.118155122
TCMsymptom::Ke Xie	Syndrome::Symptom	Disease::MESH:D028921	-0.028063465
TCMsymptom::Liang Sai Tong	Syndrome::Symptom	Disease::MESH:D028921	-0.416192651
TCMsymptom::Liang Sai Zhong Tong	Syndrome::Symptom	Disease::MESH:D028921	-0.086878106
TCMsymptom::Mian Chi	Syndrome::Symptom	Disease::MESH:D028921	-0.02860084
TCMsymptom::Niao Xie	Syndrome::Symptom	Disease::MESH:D028921	-0.099953778
TCMsymptom::Niao Xie Xie Se Xian Hong	Syndrome::Symptom	Disease::MESH:D028921	-0.095830582
TCMsymptom::Nv Xie	Syndrome::Symptom	Disease::MESH:D028921	-0.151287332
TCMsymptom::Re Bing Fa Shao	Syndrome::Symptom	Disease::MESH:D028921	-0.321601003
TCMsymptom::Ren Shen Tai Lou	Syndrome::Symptom	Disease::MESH:D028921	-0.244878009
TCMsymptom::Sai Xian Yan Zhong Tong	Syndrome::Symptom	Disease::MESH:D028921	-0.10509561
TCMsymptom::Sai Zhong	Syndrome::Symptom	Disease::MESH:D028921	-0.181789294
TCMsymptom::She Chi	Syndrome::Symptom	Disease::MESH:D028921	-0.101330638
TCMsymptom::She Jiang	Symptom::Disease	Disease::MESH:D028921	-0.067132212
TCMsymptom::Tai Dong Bu An	Syndrome::Symptom	Disease::MESH:D028921	-0.251499534
TCMsymptom::Tai Lou	Syndrome::Symptom	Disease::MESH:D028921	-0.237563312
TCMsymptom::Tian Xing Chi Yan	Syndrome::Symptom	Disease::MESH:D028921	-0.393301308
TCMsymptom::Tu Nv	Syndrome::Symptom	Disease::MESH:D028921	-0.095523372
TCMsymptom::Yong Ju	Syndrome::Symptom	Disease::MESH:D028921	-0.118043661
TCMsymptom::Yong Ju Ding Du	Syndrome::Symptom	Disease::MESH:D028921	-0.149583817
TCMsymptom::Yong Ju Nan Kui	Syndrome::Symptom	Disease::MESH:D028921	-0.0682614
TCMsymptom::Yong Ju Zhong Du	Syndrome::Symptom	Disease::MESH:D028921	-0.197346523
TCMsymptom::Yong Ju Zhong Tong	Syndrome::Symptom	Disease::MESH:D028921	-0.129348561
TCMsymptom::Yong Zhong Chuang Yang	Syndrome::Symptom	Disease::MESH:D028921	-0.072177038
TCMsymptom::Yue Jing Guo Duo	Syndrome::Symptom	Disease::MESH:D028921	-0.175520912
TCMsymptom::Yue Jing Ti Qian	Syndrome::Symptom	Disease::MESH:D028921	-0.112111203
TCMsymptom::Zhi Chuang Zhong Tong	Syndrome::Symptom	Disease::MESH:D028921	-0.15745312
TCMsymptom::Zhi Zhong	Syndrome::Symptom	Disease::MESH:D028921	-0.073537506
TCMsymptom::Er Bian Bu Tong	Syndrome::Symptom	Disease::MESH:D028921	-0.182535499
TCMsymptom::Shi Re Ji Zhi Bian Mi	Syndrome::Symptom	Disease::MESH:D028921	-0.423930466
TCMsymptom::E Lu Bu Jin	Syndrome::Symptom	Disease::MESH:D028921	-0.029593064
TCMsymptom::E Lu Bu Xing	Syndrome::Symptom	Disease::MESH:D028921	-0.353159994
TCMsymptom::Huo Du Chuang Yang	Syndrome::Symptom	Disease::MESH:D028921	-0.121181913
TCMsymptom::Xin Zhong	Syndrome::Symptom	Disease::MESH:D028921	-0.134694546
TCMsymptom::Liao Chuang	Syndrome::Symptom	Disease::MESH:D028921	-0.249162197
TCMsymptom::Yong Ju Chu Qi	Syndrome::Symptom	Disease::MESH:D028921	-0.15296559
TCMsymptom::Yong Zhong Ding Chuang	Syndrome::Symptom	Disease::MESH:D028921	-0.047384247
TCMsymptom::Yong Zhong Chuang Du	Syndrome::Symptom	Disease::MESH:D028921	-0.364642859
TCMsymptom::Zhi Zhong Chu Xie	Syndrome::Symptom	Disease::MESH:D028921	-0.396430612
TCMsymptom::Chang Yong	Syndrome::Symptom	Disease::MESH:D028921	-0.081175409
TCMsymptom::Chang Yong Zhong Tong	Syndrome::Symptom	Disease::MESH:D028921	-0.292523652
TCMsymptom::Chang Feng	Syndrome::Symptom	Disease::MESH:D028921	-0.052011352
TCMsymptom::Bi Sai	Syndrome::Symptom	Disease::MESH:D028921	-0.169877052
TCMsymptom::Feng Zhen Fa Hong	Syndrome::Symptom	Disease::MESH:D028921	-0.582577229
TCMsymptom::Feng Zhen Sao Yang	Syndrome::Symptom	Disease::MESH:D028921	-0.189898133
TCMsymptom::Ge Tan Se Huang	Syndrome::Symptom	Disease::MESH:D028921	-0.225491479
TCMsymptom::Hou Yang	Syndrome::Symptom	Disease::MESH:D028921	-0.360777229
TCMsymptom::Jie Xian Sao Yang	Syndrome::Symptom	Disease::MESH:D028921	-0.256107807
TCMsymptom::Liu Huang Ti	Syndrome::Symptom	Disease::MESH:D028921	-0.004769417
TCMsymptom::Liu Huang Zhuo Ti	Syndrome::Symptom	Disease::MESH:D028921	-0.130351126
TCMsymptom::Liu Zhuo Ti	Syndrome::Symptom	Disease::MESH:D028921	-0.287240595
TCMsymptom::Mu Chi Hun Hua	Syndrome::Symptom	Disease::MESH:D028921	-0.022897333
TCMsymptom::Mu Hua	Syndrome::Symptom	Disease::MESH:D028921	-0.421248525
TCMsymptom::Mu Hun Bu Ming	Syndrome::Symptom	Disease::MESH:D028921	-0.076376632
TCMsymptom::Mu Se	Syndrome::Symptom	Disease::MESH:D028921	-0.009468556
TCMsymptom::Mu Sheng Yun Yi	Syndrome::Symptom	Disease::MESH:D028921	-0.194219425
TCMsymptom::Pi Zhen Biao Mian Fu You Jiao Hou De Yin Bai Se Lin Xie	Syndrome::Symptom	Disease::MESH:D028921	-0.118449114
TCMsymptom::Sao Yang	Syndrome::Symptom	Disease::MESH:D028921	-0.097202778
TCMsymptom::Sao Yang Ming Xian	Syndrome::Symptom	Disease::MESH:D028921	-0.164527476
TCMsymptom::Sao Yang Nan Ren	Syndrome::Symptom	Disease::MESH:D028921	-0.282083184
TCMsymptom::Tuo Fa	Syndrome::Symptom	Disease::MESH:D028921	-0.193978116
TCMsymptom::Tuo Xie	Syndrome::Symptom	Disease::MESH:D028921	-0.028863767
TCMsymptom::Wei E Feng Han	Syndrome::Symptom	Disease::MESH:D028921	-0.157646805
TCMsymptom::Ya Ken Tong	Syndrome::Symptom	Disease::MESH:D028921	-0.098188974
TCMsymptom::Yan Gan Hou Tong	Syndrome::Symptom	Disease::MESH:D028921	-0.228409201
TCMsymptom::Yan Hou Bu Li	Syndrome::Symptom	Disease::MESH:D028921	-0.090148538
TCMsymptom::Yan Hou Yang	Syndrome::Symptom	Disease::MESH:D028921	-0.243918791
TCMsymptom::Yan Nian Mo Chong Xie	Syndrome::Symptom	Disease::MESH:D028921	-0.154184878
TCMsymptom::Yan Tong	Syndrome::Symptom	Disease::MESH:D028921	-0.44814831
TCMsymptom::Yan Bian Ci Yang	Syndrome::Symptom	Disease::MESH:D028921	-0.063506946
TCMsymptom::Yan Jing Tong Yang	Syndrome::Symptom	Disease::MESH:D028921	-0.124787137
TCMsymptom::Yan Jing Zhong Tong	Syndrome::Symptom	Disease::MESH:D028921	-0.323312759
TCMsymptom::Yang	Syndrome::Symptom	Disease::MESH:D028921	-0.020355303
TCMsymptom::Zhuo Ti Chou Qi	Syndrome::Symptom	Disease::MESH:D028921	-0.017761223
TCMsymptom::Yan Hou Gan Tong	Syndrome::Symptom	Disease::MESH:D028921	-0.019767368
TCMsymptom::Mu An	Syndrome::Symptom	Disease::MESH:D028921	-0.140436634
TCMsymptom::Mu Tong	Syndrome::Symptom	Disease::MESH:D028921	-0.010357783
TCMsymptom::Tu Chuang	Syndrome::Symptom	Disease::MESH:D028921	-0.078310452
TCMsymptom::Feng Re Yu Fei Yan Tong	Syndrome::Symptom	Disease::MESH:D028921	-0.13257657
TCMsymptom::Kou She Gan Zao	Symptom::Disease	Disease::MESH:D025962	-0.205066457
TCMsymptom::Kou She Sheng Chuang	Symptom::Disease	Disease::MESH:D025962	-0.369560629
TCMsymptom::Ye Liang	Symptom::Disease	Disease::MESH:D025962	-0.426121324
TCMsymptom::Bu Xi Re Yin	Symptom::Disease	Disease::MESH:D025962	-0.540915906
TCMsymptom::Niao Huang Ru Cha	Symptom::Disease	Disease::MESH:D025962	-0.135474399
TCMsymptom::Niao Re	Symptom::Disease	Disease::MESH:D025962	-0.198952153
TCMsymptom::Nong Pao	Symptom::Disease	Disease::MESH:D025962	-0.212709665
TCMsymptom::Nong Shui	Symptom::Disease	Disease::MESH:D025962	-0.31722039
TCMsymptom::Tou Zhong	Symptom::Disease	Disease::MESH:D025962	-0.144212291
TCMsymptom::Xia Xie	Symptom::Disease	Disease::MESH:D025962	-0.10779348
TCMsymptom::Xiao Fu Zhang Tong	Symptom::Disease	Disease::MESH:D025962	-0.113321535
TCMsymptom::Guan Fu Zhang Men	Symptom::Disease	Disease::MESH:D025962	-0.280570269
TCMsymptom::Guan Xie Zhang Tong	Symptom::Disease	Disease::MESH:D025962	-0.194975913
TCMsymptom::Mian Chi	Symptom::Disease	Disease::MESH:D025962	-0.151801378
TCMsymptom::Sao Yang Nan Ren	Symptom::Disease	Disease::MESH:D025962	-0.376588941
TCMsymptom::Tou Zhong	Symptom::Disease	Disease::MESH:D020163	-0.122654319
TCMsymptom::Xiao Bian Hun Zhuo	Syndrome::Symptom	Disease::MESH:D020163	-0.173226461
TCMsymptom::Xiao Fu Zhang	Syndrome::Symptom	Disease::MESH:D020163	-0.308247119
TCMsymptom::Xiao Bian Lin Li	Syndrome::Symptom	Disease::MESH:D020163	-0.11386504
TCMsymptom::Mu Yang	Syndrome::Symptom	Disease::MESH:D020163	-0.194880873
TCMsymptom::Yan Jing Zhong Tong	Syndrome::Symptom	Disease::MESH:D020163	-0.369797528
TCMsymptom::Ru Fang Jie Jie	Symptom::Disease	Disease::MESH:D020162	-0.180979162
TCMsymptom::Pi Men	Syndrome::Symptom	Disease::MESH:D019896	-0.087411843
TCMsymptom::Ren Shen Lou Xie	Syndrome::Symptom	Disease::MESH:D019896	-0.118120126
TCMsymptom::Liu Huang Chou Ti	Syndrome::Symptom	Disease::MESH:D019294	-0.130163118
TCMsymptom::Pi Fu Kui Yang	Syndrome::Symptom	Disease::MESH:D019294	-0.18380402
TCMsymptom::Pi Fu Mi Lan	Syndrome::Symptom	Disease::MESH:D019294	-0.232242137
TCMsymptom::Shi Chuang	Symptom::Disease	Disease::MESH:D019294	-0.128859013
TCMsymptom::Shi Re Du Xie Ju Jie Ji Fu	Symptom::Disease	Disease::MESH:D019294	-0.269001693
TCMsymptom::Xiong Fu Zhang Men	Symptom::Disease	Disease::MESH:D019294	-0.258017838
TCMsymptom::Qi Fu Zhang Tong	Symptom::Disease	Disease::MESH:D019294	-0.260332823
TCMsymptom::Dai Xia Se Huang Zhi Chou	Symptom::Disease	Disease::MESH:D018761	-0.574111044
TCMsymptom::Ji Rou Hong Zhong Re Tong	Symptom::Disease	Disease::MESH:D018761	-0.432879627
TCMsymptom::Shi Chuang Nong Shui Jin Yin	Symptom::Disease	Disease::MESH:D018761	-0.198443055
TCMsymptom::Guan Pi	Symptom::Disease	Disease::MESH:D018761	-0.318841875
TCMsymptom::Xiao Fu Zhang Tong	Symptom::Disease	Disease::MESH:D018761	-0.084258594
TCMsymptom::Xiong Guan Man Men	Symptom::Disease	Disease::MESH:D018761	-0.17201525
TCMsymptom::Guan Xie Zhang Tong	Symptom::Disease	Disease::MESH:D018761	-0.293623656
TCMsymptom::Gang Men Zhuo Re	Symptom::Disease	Disease::MESH:D018761	-0.192124814
TCMsymptom::Kou Ke	Symptom::Disease	Disease::MESH:D018761	-0.332728595
TCMsymptom::Ru Bi	Symptom::Disease	Disease::MESH:D018761	-0.403027594
TCMsymptom::Bao Fa Huo Yan	Symptom::Disease	Disease::MESH:D018761	-0.360968173
TCMsymptom::Dong Zhe Han Chu	Symptom::Disease	Disease::MESH:D018761	-0.291229337
TCMsymptom::E Chuang	Symptom::Disease	Disease::MESH:D018761	-0.265653074
TCMsymptom::Mian Chi	Symptom::Disease	Disease::MESH:D018761	-0.208766758
TCMsymptom::Nv Xie	Symptom::Disease	Disease::MESH:D018761	-0.29048875
TCMsymptom::Tian Xing Chi Yan	Symptom::Disease	Disease::MESH:D018761	-0.37697494
TCMsymptom::Tian Pao Chuang	Symptom::Disease	Disease::MESH:D018761	-0.406843334
TCMsymptom::Zhi Zhong Chu Xie	Symptom::Disease	Disease::MESH:D018761	-0.539603472
TCMsymptom::Xie Re Fa Zhen	Symptom::Disease	Disease::MESH:D018442	-0.142475843
TCMsymptom::Jing Shui Lin Li Bu Jing	Symptom::Disease	Disease::MESH:D018442	-0.424200892
TCMsymptom::Niao Ji	Syndrome::Symptom	Disease::MESH:D018442	-0.423264593
TCMsymptom::Shen Re	Symptom::Disease	Disease::MESH:D018442	-0.216042042
TCMsymptom::Fu Rou Bu Qu	Syndrome::Symptom	Disease::MESH:D018442	-0.104471095
TCMsymptom::Liu Huang Zhuo Ti	Syndrome::Symptom	Disease::MESH:D018442	-0.249975085
TCMsymptom::Da Bian Gan Jie Nan Xia	Symptom::Disease	Disease::MESH:D017241	-0.120717682
TCMsymptom::She Jian Hong	Symptom::Disease	Disease::MESH:D017241	-0.119955294
TCMsymptom::Ye Ti	Symptom::Disease	Disease::MESH:D017241	-0.261751413
TCMsymptom::Bu Xi Re Yin	Symptom::Disease	Disease::MESH:D017241	-0.233015925
TCMsymptom::Liu Nong Ti	Symptom::Disease	Disease::MESH:D017241	-0.088294551
TCMsymptom::Mu Huang	Symptom::Disease	Disease::MESH:D017241	-0.12259908
TCMsymptom::Niao Se Pian Huang	Symptom::Disease	Disease::MESH:D017241	-0.076419286
TCMsymptom::Ou Tu	Symptom::Disease	Disease::MESH:D017241	-0.254223853
TCMsymptom::Pi Fu Mi Lan	Symptom::Disease	Disease::MESH:D017241	-0.272947222
TCMsymptom::Shi Lin Se Tong	Symptom::Disease	Disease::MESH:D017241	-0.14433597
TCMsymptom::Tou Tong Ru Guo	Symptom::Disease	Disease::MESH:D017241	-0.173656926
TCMsymptom::Xiao Bian Lin Zhuo	Symptom::Disease	Disease::MESH:D017241	-0.215052351
TCMsymptom::Xiao Fu Zhang	Symptom::Disease	Disease::MESH:D017241	-0.110156909
TCMsymptom::Xie Xia Pi Kuai	Symptom::Disease	Disease::MESH:D017241	-0.146835446
TCMsymptom::Xiong Zhong Men Tong	Symptom::Disease	Disease::MESH:D017241	-0.067746624
TCMsymptom::Lao Re	Symptom::Disease	Disease::MESH:D017241	-0.034927081
TCMsymptom::Ou Tu E Ni	Symptom::Disease	Disease::MESH:D017241	-0.093179367
TCMsymptom::Mian Huang	Symptom::Disease	Disease::MESH:D017241	-0.381816685
TCMsymptom::Chang Ming	Symptom::Disease	Disease::MESH:D017241	-0.20111537
TCMsymptom::Ru Pi	Symptom::Disease	Disease::MESH:D017241	-0.110757865
TCMsymptom::Wei Chang Ji Re	Symptom::Disease	Disease::MESH:D017241	-0.037727442
TCMsymptom::Bian Bi	Symptom::Disease	Disease::MESH:D017241	-0.261304677
TCMsymptom::Tai Dong Bu An	Symptom::Disease	Disease::MESH:D017241	-0.148394927
TCMsymptom::Yong Ju Zhong Tong	Symptom::Disease	Disease::MESH:D017241	-0.497690201
TCMsymptom::Xin Zhong	Symptom::Disease	Disease::MESH:D017241	-0.080030255
TCMsymptom::Feng Re	Symptom::Disease	Disease::MESH:D017241	-0.147582695
TCMsymptom::Feng Zhen Fa Hong	Symptom::Disease	Disease::MESH:D017241	-0.327534676
TCMsymptom::Bu Mian	Syndrome::TCMsymptom	Disease::MESH:D016779	-0.067329384
TCMsymptom::Guan Jie Hong Zhong Re Tong	Syndrome::TCMsymptom	Disease::MESH:D016779	-0.107053258
TCMsymptom::Jie Zhong	Syndrome::Symptom	Disease::MESH:D016779	-0.113549642
TCMsymptom::Niao Tong	Syndrome::TCMsymptom	Disease::MESH:D016779	-0.142115191
TCMsymptom::She Hong Tai Huang Ni	Syndrome::TCMsymptom	Disease::MESH:D016779	-0.172318324
TCMsymptom::She Ti Zhong	Syndrome::TCMsymptom	Disease::MESH:D016779	-0.137035251
TCMsymptom::Er Bian Bu Li	Syndrome::TCMsymptom	Disease::MESH:D016779	-0.153552786
TCMsymptom::Hou Zhong	Symptom::Disease	Disease::MESH:D016779	-0.202526093
TCMsymptom::Kou Chou	Syndrome::TCMsymptom	Disease::MESH:D016779	-0.068101436
TCMsymptom::Wei Guan Cao Za	Syndrome::TCMsymptom	Disease::MESH:D016779	-0.018446058
TCMsymptom::Bian Xie	Symptom::Disease	Disease::MESH:D016779	-0.132028311
TCMsymptom::Yong Zhong Chuang Yang	Syndrome::TCMsymptom	Disease::MESH:D016779	-0.165854663
TCMsymptom::Zhi Lv	Syndrome::TCMsymptom	Disease::MESH:D016779	-0.09916871
TCMsymptom::Hong Zhen	Syndrome::TCMsymptom	Disease::MESH:D016779	-0.21622397
TCMsymptom::Mu Hun	Syndrome::Symptom	Disease::MESH:D016779	-0.404782355
TCMsymptom::Yan Hong Zhong Tong	Syndrome::TCMsymptom	Disease::MESH:D016779	-0.100530095
